"StateFIPS","State","Year","Value","Data Comment",
"50","Vermont","2014","Suppressed","",
"50","Vermont","2015","Suppressed","",
"50","Vermont","2016","Suppressed","",
"50","Vermont","2017","Suppressed","",
"50","Vermont","2018","Suppressed","",
"50","Vermont","2019","Suppressed","",
"50","Vermont","2020","Suppressed","",
"51","Virginia","2000","Suppressed","",
"51","Virginia","2001","Suppressed","",
"51","Virginia","2002","Suppressed","",
"51","Virginia","2003","Suppressed","",
"51","Virginia","2004","Suppressed","",
"51","Virginia","2005","11","",
"51","Virginia","2006","12","",
"51","Virginia","2007","Suppressed","",
"51","Virginia","2008","14","",
"51","Virginia","2009","Suppressed","",
"51","Virginia","2010","14","",
"51","Virginia","2011","11","",
"51","Virginia","2012","24","",
"51","Virginia","2013","Suppressed","",
"51","Virginia","2014","Suppressed","",
"51","Virginia","2015","13","",
"51","Virginia","2016","Suppressed","",
"51","Virginia","2017","Suppressed","",
"51","Virginia","2018","16","",
"51","Virginia","2019","15","",
"51","Virginia","2020","11","",
"53","Washington","2000","Suppressed","",
"53","Washington","2001","Suppressed","",
"53","Washington","2002","Suppressed","",
"53","Washington","2003","Suppressed","",
"53","Washington","2004","Suppressed","",
"53","Washington","2005","Suppressed","",
"53","Washington","2006","12","",
"53","Washington","2007","Suppressed","",
"53","Washington","2008","Suppressed","",
"53","Washington","2009","11","",
"53","Washington","2010","Suppressed","",
"53","Washington","2011","Suppressed","",
"53","Washington","2012","Suppressed","",
"53","Washington","2013","Suppressed","",
"53","Washington","2014","Suppressed","",
"53","Washington","2015","Suppressed","",
"53","Washington","2016","11","",
"53","Washington","2017","Suppressed","",
"53","Washington","2018","Suppressed","",
"53","Washington","2019","Suppressed","",
"53","Washington","2020","Suppressed","",
"54","West Virginia","2000","Suppressed","",
"54","West Virginia","2001","Suppressed","",
"54","West Virginia","2002","Suppressed","",
"54","West Virginia","2003","Suppressed","",
"54","West Virginia","2004","Suppressed","",
"54","West Virginia","2005","Suppressed","",
"54","West Virginia","2006","Suppressed","",
"54","West Virginia","2007","Suppressed","",
"54","West Virginia","2008","Suppressed","",
"54","West Virginia","2009","Suppressed","",
"54","West Virginia","2010","Suppressed","",
"54","West Virginia","2011","Suppressed","",
"54","West Virginia","2012","Suppressed","",
"54","West Virginia","2013","Suppressed","",
"54","West Virginia","2014","Suppressed","",
"54","West Virginia","2015","Suppressed","",
"54","West Virginia","2016","Suppressed","",
"54","West Virginia","2017","Suppressed","",
"54","West Virginia","2018","Suppressed","",
"54","West Virginia","2019","Suppressed","",
"54","West Virginia","2020","Suppressed","",
"55","Wisconsin","2000","Suppressed","",
"55","Wisconsin","2001","20","",
"55","Wisconsin","2002","Suppressed","",
"55","Wisconsin","2003","Suppressed","",
"55","Wisconsin","2004","Suppressed","",
"55","Wisconsin","2005","11","",
"55","Wisconsin","2006","Suppressed","",
"55","Wisconsin","2007","Suppressed","",
"55","Wisconsin","2008","Suppressed","",
"55","Wisconsin","2009","Suppressed","",
"55","Wisconsin","2010","Suppressed","",
"55","Wisconsin","2011","Suppressed","",
"55","Wisconsin","2012","23","",
"55","Wisconsin","2013","11","",
"55","Wisconsin","2014","Suppressed","",
"55","Wisconsin","2015","Suppressed","",
"55","Wisconsin","2016","Suppressed","",
"55","Wisconsin","2017","Suppressed","",
"55","Wisconsin","2018","Suppressed","",
"55","Wisconsin","2019","Suppressed","",
"55","Wisconsin","2020","Suppressed","",
"56","Wyoming","2000","Suppressed","",
"56","Wyoming","2001","Suppressed","",
"56","Wyoming","2002","Suppressed","",
"56","Wyoming","2003","Suppressed","",
"56","Wyoming","2004","Suppressed","",
"56","Wyoming","2005","Suppressed","",
"56","Wyoming","2006","Suppressed","",
"56","Wyoming","2007","Suppressed","",
"56","Wyoming","2008","Suppressed","",
"56","Wyoming","2009","Suppressed","",
"56","Wyoming","2010","Suppressed","",
"56","Wyoming","2011","Suppressed","",
"56","Wyoming","2012","Suppressed","",
"56","Wyoming","2013","Suppressed","",
"56","Wyoming","2014","Suppressed","",
"56","Wyoming","2015","Suppressed","",
"56","Wyoming","2016","Suppressed","",
"56","Wyoming","2017","Suppressed","",
"56","Wyoming","2018","Suppressed","",
"56","Wyoming","2019","Suppressed","",
"56","Wyoming","2020","Suppressed","",
